rabbit,condition,h,tid,animal,animal2,aorta.mass,blood1,blood2,ord,pixel,intensity,tid.scale,tid.scale2,log.intensity,scale.intensity,scale.log.intensity
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p25,9.409,-1.12180067853933,-1.01060908912434,2.24166667802463,-0.332402470550464,-0.0579577112632183
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p26,11.578,-1.12180067853933,-1.01060908912434,2.44910674565681,0.00343471253396235,0.276950529558177
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p27,10.539,-1.12180067853933,-1.01060908912434,2.3550826619518,-0.157438885080016,0.125150345399328
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p28,4.1308,-1.12180067853933,-1.01060908912434,1.41847109281511,-1.14965273323199,-1.38699210872253
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p29,3.6307,-1.12180067853933,-1.01060908912434,1.28942546715157,-1.22708573243001,-1.59533393954619
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p30,5.981,-1.12180067853933,-1.01060908912434,1.78858777806242,-0.86317695815462,-0.789445408272116
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p31,6.872,-1.12180067853933,-1.01060908912434,1.92745518468195,-0.725218945186328,-0.565246489571214
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p32,14.701,-1.12180067853933,-1.01060908912434,2.68791551868183,0.486984515564236,0.662502978414569
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p33,12.613,-1.12180067853933,-1.01060908912434,2.53472802810506,0.163688970022382,0.415184542923703
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p34,7.6453,-1.12180067853933,-1.01060908912434,2.03409107994531,-0.605485015412614,-0.393084763542524
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p35,7.0825,-1.12180067853933,-1.01060908912434,1.95762695272253,-0.69262617107878,-0.516534715263182
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p36,3.2635,-1.12180067853933,-1.01060908912434,1.18280023909314,-1.28394115595634,-1.76747844356529
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p37,8.0543,-1.12180067853933,-1.01060908912434,2.08620611030769,-0.542157487574195,-0.308945988723159
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p38,7.9893,-1.12180067853933,-1.01060908912434,2.07810314642836,-0.552221764614531,-0.322028077488569
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p39,7.5192,-1.12180067853933,-1.01060908912434,2.01745974932395,-0.625009712870865,-0.419935746308271
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p40,5.7479,-1.12180067853933,-1.01060908912434,1.74883457070984,-0.899269003971577,-0.853626243216054
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p41,5.9867,-1.12180067853933,-1.01060908912434,1.78954034211917,-0.862294398475698,-0.787907510814993
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p42,3.9252,-1.12180067853933,-1.01060908912434,1.3674173053502,-1.18148681568572,-1.46941752606022
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p43,10.689,-1.12180067853933,-1.01060908912434,2.36921517529181,-0.134213630371549,0.147967032817111
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p44,4.3483,-1.12180067853933,-1.01060908912434,1.46978496411887,-1.11597611390471,-1.30414679072663
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p45,5.4618,-1.12180067853933,-1.01060908912434,1.69777840575716,-0.943567306452192,-0.936055498964792
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p46,2.9717,-1.12180067853933,-1.01060908912434,1.089134179634,-1.32912201811588,-1.91870060404854
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p47,6.6572,-1.12180067853933,-1.01060908912434,1.89569897573043,-0.758477509928853,-0.616516315099656
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p48,11.072,-1.12180067853933,-1.01060908912434,2.40441939887531,-0.0749118133492649,0.204803615664452
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p49,10.595,-1.12180067853933,-1.01060908912434,2.36038219172026,-0.148768123322188,0.133706340449829
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p50,7.7393,-1.12180067853933,-1.01060908912434,2.04631124423527,-0.590930522461975,-0.373355529110551
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p51,3.872,-1.12180067853933,-1.01060908912434,1.35377116941433,-1.18972403935566,-1.4914489659477
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p52,10.731,-1.12180067853933,-1.01060908912434,2.37313674894499,-0.127710559053179,0.154298342618684
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p53,7.5899,-1.12180067853933,-1.01060908912434,2.02681841609018,-0.614062876151608,-0.404826347922097
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p54,9.0015,-1.12180067853933,-1.01060908912434,2.19739123011554,-0.395497745841798,-0.129439621870307
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p55,4.1969,-1.12180067853933,-1.01060908912434,1.43434615752483,-1.13941813765712,-1.36136210360566
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p56,9.3799,-1.12180067853933,-1.01060908912434,2.23856910198049,-0.336908169963907,-0.0629586918143384
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p57,7.636,-1.12180067853933,-1.01060908912434,2.0328739058635,-0.606924981204539,-0.395049869103687
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p58,12.986,-1.12180067853933,-1.01060908912434,2.5638718540863,0.221442436730769,0.462236723351489
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p59,5.9539,-1.12180067853933,-1.01060908912434,1.7840464670209,-0.867372987505283,-0.796777272888724
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p60,1.6996,-1.12180067853933,-1.01060908912434,0.530392929258519,-1.52608766154681,-2.82077825651729
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p61,7.9893,-1.12180067853933,-1.01060908912434,2.07810314642836,-0.552221764614531,-0.322028077488569
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p62,6.2813,-1.12180067853933,-1.01060908912434,1.83757696542667,-0.81667999822827,-0.710353250490319
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p63,10.143,-1.12180067853933,-1.01060908912434,2.31678381239386,-0.218753557510368,0.0633175448350885
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p64,4.4211,-1.12180067853933,-1.01060908912434,1.48638853390519,-1.10470412361953,-1.27734062732743
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p65,1.2203,-1.12180067853933,-1.01060908912434,0.199096730155657,-1.60030009209193,-3.35564998356034
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p66,6.1286,-1.12180067853933,-1.01060908912434,1.81296633887245,-0.840323307521489,-0.750086662356538
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p67,8.8124,-1.12180067853933,-1.01060908912434,2.17615982055627,-0.424777050277605,-0.163717348959466
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p68,14.531,-1.12180067853933,-1.01060908912434,2.67628429833856,0.460662560227974,0.643724583342515
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p69,9.7703,-1.12180067853933,-1.01060908912434,2.27934717182687,-0.276460573709338,0.00287676510691622
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p70,3.1602,-1.12180067853933,-1.01060908912434,1.15063531673526,-1.2999356146989,-1.81940812950298
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p71,5.2892,-1.12180067853933,-1.01060908912434,1.66566700570053,-0.970291832870068,-0.987898774114253
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p72,9.0345,-1.12180067853933,-1.01060908912434,2.20105058216975,-0.390388189805936,-0.123531664102022
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p73,11.842,-1.12180067853933,-1.01060908912434,2.47165253410958,0.0443111608208637,0.313350297620524
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p74,7.3634,-1.12180067853933,-1.01060908912434,1.99652178259346,-0.649133010761392,-0.453739715252788
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p75,4.2514,-1.12180067853933,-1.01060908912434,1.44724834045689,-1.13097962844638,-1.34053176239986
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p76,12.438,-1.12180067853933,-1.01060908912434,2.5207563026817,0.136592839529171,0.39262744469197
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p77,7.0276,-1.12180067853933,-1.01060908912434,1.94984525350876,-0.701126614302079,-0.529098128031186
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p78,10.378,-1.12180067853933,-1.01060908912434,2.33968818094555,-0.18236732513377,0.100296233987719
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p79,9.0345,-1.12180067853933,-1.01060908912434,2.20105058216975,-0.390388189805936,-0.123531664102022
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p80,4.6211,-1.12180067853933,-1.01060908912434,1.53063277199157,-1.07373711734158,-1.20590910441515
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p81,3.8768,-1.12180067853933,-1.01060908912434,1.35501007108012,-1.18898083120499,-1.4894487815948
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p82,7.7156,-1.12180067853933,-1.01060908912434,2.04324425336795,-0.594600112705913,-0.378307130446375
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p83,12.593,-1.12180067853933,-1.01060908912434,2.53314110402371,0.160592269394586,0.412622482669542
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p84,15.909,-1.12180067853933,-1.01060908912434,2.7668849868231,0.674025233483087,0.789997757777491
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p85,1.1792,-1.12180067853933,-1.01060908912434,0.164836242452935,-1.60666381188205,-3.41096292188114
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p86,9.3298,-1.12180067853933,-1.01060908912434,2.23321357840227,-0.344665405036534,-0.0716050878589113
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p87,7.3751,-1.12180067853933,-1.01060908912434,1.99810946145599,-0.647321440894132,-0.451176436418044
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p88,4.5568,-1.12180067853933,-1.01060908912434,1.51662062279546,-1.08369300985994,-1.22853146609754
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p89,8.395,-1.12180067853933,-1.01060908912434,2.1276362905295,-0.489405192379698,-0.242057711384165
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p90,7.7379,-1.12180067853933,-1.01060908912434,2.04613033295884,-0.591147291505921,-0.373647607097351
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p91,6.9209,-1.12180067853933,-1.01060908912434,1.93454581897626,-0.717647512151368,-0.553798788628378
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p92,9.0867,-1.12180067853933,-1.01060908912434,2.20681180597213,-0.382305801167389,-0.11423027237642
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p93,11.835,-1.12180067853933,-1.01060908912434,2.47106124296595,0.0432273156011353,0.31239566875355
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p94,7.4286,-1.12180067853933,-1.01060908912434,2.00533741567256,-0.639037766714779,-0.439507034942036
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p95,4.0646,-1.12180067853933,-1.01060908912434,1.40231533717407,-1.15990281230999,-1.41307528427604
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p96,6.0104,-1.12180067853933,-1.01060908912434,1.79349130207281,-0.858624808231761,-0.78152875736233
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p97,8.3118,-1.12180067853933,-1.01060908912434,2.11767619190975,-0.502287466991327,-0.258138110630195
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p98,9.187,-1.12180067853933,-1.01060908912434,2.21778944128933,-0.366775847518995,-0.0965070785188935
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p99,9.8313,-1.12180067853933,-1.01060908912434,2.28557117363479,-0.267015636794561,0.0129253035602256
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p100,7.8763,-1.12180067853933,-1.01060908912434,2.06385825045268,-0.569718123161576,-0.345026204640926
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p101,5.72,-1.12180067853933,-1.01060908912434,1.74396880539171,-0.903588901347352,-0.861481933399474
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p102,5.8229,-1.12180067853933,-1.01060908912434,1.76179841942914,-0.887656376617344,-0.832696343711035
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p103,5.9924,-1.12180067853933,-1.01060908912434,1.79049199966109,-0.861411838796776,-0.786371076909694
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p104,4.0507,-1.12180067853933,-1.01060908912434,1.39888970568959,-1.16205501924631,-1.41860590440774
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p105,5.762,-1.12180067853933,-1.01060908912434,1.75128463666234,-0.897085830028981,-0.849670656007599
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p106,3.6839,-1.12180067853933,-1.01060908912434,1.30397197361639,-1.21884850876008,-1.57184886770911
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p107,5.5097,-1.12180067853933,-1.01060908912434,1.70651017522158,-0.936150708448622,-0.921958214944562
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p108,5.1983,-1.12180067853933,-1.01060908912434,1.64833164905946,-0.984366337223398,-1.01588639416732
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p109,5.6822,-1.12180067853933,-1.01060908912434,1.73733848168617,-0.909441665533885,-0.872186471214396
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p110,4.1919,-1.12180067853933,-1.01060908912434,1.43315409177237,-1.14019231281407,-1.36328667222278
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p111,8.0944,-1.12180067853933,-1.01060908912434,2.09117246455553,-0.535948602815465,-0.300927899530329
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p112,10.311,-1.12180067853933,-1.01060908912434,2.33321128653581,-0.192741272236885,0.0898394049984482
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p113,5.0498,-1.12180067853933,-1.01060908912434,1.61934863854262,-1.00735933938478,-1.06267894093372
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p114,7.2601,-1.12180067853933,-1.01060908912434,1.98239360284653,-0.665127469503956,-0.476549406162858
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p115,18.43,-1.12180067853933,-1.01060908912434,2.91397977168173,1.06436434761671,1.02747962997951
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p116,13.865,-1.12180067853933,-1.01060908912434,2.62936767906774,0.357542429322383,0.567978549296974
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p117,6.8206,-1.12180067853933,-1.01060908912434,1.91994744452525,-0.733177465799763,-0.577367600391925
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p118,3.2726,-1.12180067853933,-1.01060908912434,1.18558477601266,-1.28253215717069,-1.76298285902434
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p119,4.1697,-1.12180067853933,-1.01060908912434,1.42784409077669,-1.14362965051092,-1.37185957288042
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p120,6.3047,-1.12180067853933,-1.01060908912434,1.84129538700016,-0.813056858493749,-0.704349926050518
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p121,4.2031,-1.12180067853933,-1.01060908912434,1.43582234826909,-1.1384581604625,-1.35897882032331
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p123,9.8467,-1.12180067853933,-1.01060908912434,2.28713637366975,-0.264631177311159,0.0154522907340422
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p124,4.4062,-1.12180067853933,-1.01060908912434,1.48301263999633,-1.10701116558724,-1.28279094704204
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p125,14.565,-1.12180067853933,-1.01060908912434,2.6786213904114,0.465926951295227,0.647497776263663
statin_1_05h1.txt,statin,h1,362524800,TrazSt#1,atorva_1,4.6938,0.182750720103787,0.175595809778794,1,p126,11.535,-1.12180067853933,-1.01060908912434,2.44538589162572,-0.00322319381579795,0.270943277959527
